question_id,language_id,question,default
2338606,21,MediaCorp HD5,1
2338607,21,Global TV,1
2338608,21,8TV,1
2338609,21,The Peak,1
2338610,21,Arena Singapore,1
2338611,21,The Asian Banker Journal,1
2338612,21,Asian Scientist,1
2338613,21,August Man,1
2338614,21,Cosmopolitan Singapore,1
2338615,21,Calibre,1
2338616,21,Destination,1
2338617,21,Dwell,1
2338618,21,Element,1
2338619,21,Elle Singapore,1
2338620,21,Esquire Singapore,1
2338621,21,The Executive Magazine,1
2338622,21,Her World,1
2338623,21,Human Capital Magazine,1
2338624,21,Nylon,1
2338625,21,Popspoken,1
2338626,21,Run Singapore,1
2338627,21,sgCarMart,1
2338628,21,Shape,1
2338629,21,Singapore Business Review,1
2338630,21,Torque,1
2338631,21,Manja,1
2338632,21,Sensasi,1
2338633,21,Sutra,1
2338634,21,ICON,1
2338635,21,Citta Bella,1
2338636,21,Nuyou,1
2338637,21,Men's Health Singapore,1
2338638,21,8 Days,1
2338639,21,Female,1
2338640,21,Economist,1
2338641,21,Financial times,1
2338642,21,CNN,1
2338643,21,NHK,1
2338644,21,BBC World News,1
2338645,21,Euronews,1
2338646,21,Al-Jazeera,1
2338647,21,Fox News,1
2338648,21,Sky News,1
2338649,21,CNBC,1
2338650,21,RT,1
2338651,21,Time Magazine,1
2338652,21,Bloomberg TV,1
2338653,21,Spotify,1
2338654,21,Deezer,1
2338655,21,Pandora Radio,1
2338656,21,Which devices do you use for browsing digital media,1
2338657,21,"When browsing digital media on mobile, do you use",1
2338658,21,"When browsing digital media on computer, do you use",1
2338659,21,Do you accept cookies from digital media sites?,1
2338660,21,Do you delete cookies on your main device?,1
2338661,21,"When browsing digital media, do you use private browsing mode?",1
2338662,21,"Within the past 30 days, how often have you visited the following sites",1
2338663,21,Channel News Asia online,1
2338664,21,Straits Times online,1
2338665,21,Yahoo! News,1
2338666,21,Today online,1
2338667,21,Mothership.sg,1
2338668,21,"Within the past 30 days, have you clicked a digital ad to go to the advertisers site (select all that apply)",1
2338669,21,No,1
2338670,21,"Yes, on platforms like Facebook, Youtube, Instagram",1
2338671,21,"Yes, on digital news sites outside of platforms",1
2338672,21,"Yes, on other digital media sites outside of platforms",1
2338673,21,Have you so far been impacted by Corona - Covid-19 in any of the following ways?,1
2338674,21,I have been working from home,1
2338675,21,I have been terminated from my work,1
2338676,21,I have been furloughed,1
2338677,21,I have been working restricted hours,1
2338678,21,I have had to cancel vacation plans,1
2338679,21,I have had to cancel work travel plans,1
2338680,21,I have been ill with symptoms that I think could be Corona,1
2338681,21,I have family members that have been ill with symptoms that could be Corona,1
2338682,21,I have or know someone that has been diagnosed with Corona,1
2338683,21,None of the above,1
2338684,21,When do you believe that your consumption will return back to normal again?,1
2338685,21,"If you consider news reporting about the Corona epidemic in particular, which of the following media do you find creadible and delivering an accurate picture of reality?",1
2338686,21,Printed newspaper (paper version),1
2338687,21,Newspaper based website/app (online version),1
2338688,21,Local/regional newspaper (paper or online version),1
2338689,21,News channel on TV or via their website/app,1
2338690,21,Commercial TV channel or pay television,1
2338691,21,Commercial radio station,1
2338692,21,Printed magazine (paper version),1
2338693,21,Website or app other than news based websites/apps,1
2338694,21,"Search engines (e.g. Google, Yahoo)",1
2338695,21,"Social media site (e.g. Facebook, Instagram, Twitter, LinkedIn etc.)",1
2338696,21,Video/video platforms online (YouTube etc.),1
2338697,21,None of the above,1
2338698,21,"If you as a consumer see advertising which is relevant for you in the context of Corona epidemic news reporting, how would it effect the brand of the advertiser?",1
2338699,21,,1
2338700,21,I comply with the recommendations for physical distancing,1
2338701,21,I comply with the restrictions to stay home,1
2338702,21,I disinfect groceries before putting them away,1
2338703,21,I would like to help people who are more vulnerable to Corona,1
2338704,21,I think that other people will stop following the restrictions soon,1
2338705,21,"When a Corona vaccine is available, would you like to be vaccinated?",1
2338706,21,Who do you think is mainly responsible for the cause of the Corona-epidemic?,1
2338707,21,When travel restrictions are lifted and international tourism is allowed again do you plan to take a vacation abroad?,1
2338708,21,"When going abroad for vacation after Corona, please select the top 3 destinations you would like to go to",1
2338709,21,Italy,1
2338710,21,France,1
2338711,21,Germany/Austria/Switzerland,1
2338712,21,Spain/Portugal,1
2338713,21,Russia,1
2338714,21,Nordic/Baltic countries,1
2338715,21,East European countries (not Russia),1
2338716,21,UK/Ireland,1
2338717,21,"Balkan countries, Greece or Turkey",1
2338718,21,Northern Africa,1
2338719,21,Western/Central/Eastern Africa,1
2338720,21,Southern Africa,1
2338721,21,Middle East,1
2338722,21,The Arabian peninsula,1
2338723,21,Japan,1
2338724,21,China,1
2338725,21,India,1
2338726,21,South Korea,1
2338727,21,"South East Asia (e.g. Thailand, Malaysia, Indonesia)",1
2338728,21,Other Asian countries (not Russia),1
2338729,21,Australia,1
2338730,21,New Zealand and rest of Oceania,1
2338731,21,North America,1
2338732,21,Central America,1
2338733,21,South America - Brazil,1
2338734,21,South America - other countries,1
2338735,21,None of the above,1
2338736,21,What are the main reasons preventing you from going on a vacation abroad at an earlier date?,1
2338737,21,I am concerned about infection risks during travel,1
2338738,21,I am concerned about infection risks at the destination,1
2338739,21,I am worried about standard of medical support at destination if I get sick,1
2338740,21,I am worried about cost of medical support at destination if I get sick,1
2338741,21,I think it sounds impractical to travel now with expected restrictions and requirements,1
2338742,21,I think I might be treated unwelcoming by local population worried about tourists spreading Corona,1
2338743,21,"I prefer ""safer local"" leisure activities",1
2338744,21,I don't have any vacation time available sooner,1
2338745,21,I have no interest in traveling abroad,1
2338746,21,I have to carefully spend my money because of the crisis,1
2338747,19,"Als u kijkt naar nieuwsberichten over de Corona-epidemie in het bijzonder, welke van de volgende media vindt u dan geloofwaardig en geven een nauwkeurig beeld van de werkelijkheid?",1
2338749,21,GUID,1
2338750,21,Weight,1
2338751,21,Secondary weigh,1
2338752,21,Mobile,1
2338753,21,Tablet,1
2338754,21,Panelist ID,1
2338755,21,Panel Names,1
2338756,21,Postal code,1
2338757,21,Age group,1
2338758,21,Age groups,1
2338759,21,Age group,1
2338760,21,Age group,1
2338761,21,Age group,1
2338762,21,Year of birth,1
2338763,21,Gender,1
2338764,21,What is your gender?,1
2338765,21,What is your age?,1
2338766,21,Which region do you currently live in?,1
2338767,21,What is your level of education?,1
2338768,21,What is your current household income?,1
2338769,21,QUALITY_SO_2,1
2338770,21,Which of the following social media do you use regularly?,1
2338771,21,SO Control,1
2338772,21,Which country do you live in?,1
2338773,21,Which of the following have you done during the last 4 weeks?,1
2338774,21,"This research is being conducted to help understand how people perceive the content as well as advertisement in different print, audio-visual and online media.",1
2338775,21,"The next series of questions asks you to rate thrustworthiness of advertisements included in media (eg, Television, radio, online, newspapers). There are no right or wrong answers, we are only interested in your honest opinions.",1
2338776,21,"Overall, to what extent do you agree or disagree that",1
2338777,21,"Overall, to what extent do you agree or disagree that",1
2338778,21,To what extent do you agree or disagree that the more you trust the context within which an ad is presented you the more likely you are to buy the product/service being advertised?,1
2338780,21,"Lately there have been a lot of discussions about so called ""fake news"" where content has been published with a specific political purpose and of questionable substance. Would you say that news published in media in your country in general are unbiased and trustworthy?",1
2338781,21,Finally we would like to understand how you would rate the overall trustworthiness of some specific brands in media.,1
2338782,21,Which of the following brands are you familiar with?,1
2338783,21,How trustworthy would you say in general that you perceive content and advertising presented in the following media are?,1
2338784,21,We are doing a project about attitudes to smoking and would like to also ask you a couple of questions about smoking and smokeless tobacco.,1
2338785,21,Do you regularly use any form of tobacco/smoking products today?,1
2338786,21,Do you think that it is right that governments ban the use of cigarettes and other smoking products in public places?,1
2338787,21,Do you think that the new tobacco/smoking products that are being launched and promoted as less dangerous are a good solution to reduce the health issues from smoking?,1
2338788,21,Filter for T8,1
2338789,21,Bebo,1
2338790,21,Facebook,1
2338791,21,FitFinder,1
2338792,21,Flickr,1
2338793,21,Foursquare,1
2338794,21,Google+,1
2338795,21,Instagram,1
2338796,21,LinkedIn,1
2338797,21,Myspace,1
2338798,21,PlanetAll,1
2338799,21,Twitter,1
2338800,21,Yahoo! Mash,1
2338801,21,YouTube,1
2338802,21,Snapchat,1
2338803,21,Other,1
2338804,21,I do not regularly use any social media,1
2338805,21,Prefer not to answer,1
2338806,21,Read a printed newspaper (paper version),1
2338807,21,Visited a newspaper based website/app (online version),1
2338808,21,Read or visited a local/regional newspaper (paper or online version),1
2338809,21,"Visited an online or app only news service (e.g. on Buzzfeed, Huffington post etc.)",1
2338810,21,Watched a news channel on TV or via their website/app,1
2338811,21,Watched a commercial TV channel or pay television,1
2338812,21,Listened to a commercial radio station,1
2338813,21,"Listed to streamed music (Spotify, Pandora, Deezer or simillar)",1
2338814,21,Read a printed magazine (paper version),1
2338815,21,Read a blog,1
2338816,21,Browsed any website or app other than news based websites/apps,1
2338817,21,"Used a search engine (e.g. Google, Yahoo)",1
2338818,21,"Used a social media site (e.g. Facebook, Instagram, Twitter, LinkedIn etc.)",1
2338819,21,"Seen an outdoor advertisement (e.g. billboard, screen or bus stop ad)",1
2338820,21,"Recommended a product or service to a friend, family member or colleague",1
2338821,21,Seen a video advertisement while watching a video/video clip online,1
2338822,21,Watched a movie at a cinema,1
2338823,21,"Talked about an advertisement that you have seen with a friend, family member or colleague",1
2338824,21,None of the above,1
2338825,21,the content in a printed newspaper (paper version) is trustworthy,1
2338826,21,the content in a newspaper-based website/app (online version) is trustworthy,1
2338827,21,the content on a commercial TV channels or pay television is trustworthy,1
2338828,21,the content on a commercial radio station is trustworthy,1
2338829,21,the content in a printed magazine is trustworthy,1
2338830,21,the content in a local printed or online newspaper is trustworthy,1
2338831,21,the content on a search engine page is trustworthy,1
2338832,21,"the content on a social media site (e.g. Facebook, Instagram, Twitter, LinkedIn etc.) is trustworthy",1
2338833,21,the content you see in an online video/video clip (e.g. on YouTube) is trustworthy,1
2338834,21,the content you see/hear in a streamed radio service (e.g. on Spotify) is trustworthy,1
2338835,21,"the content you see in a TV news channel (e.g. on BBC, CNN, NHK, RT, Al Jazeera) is trustworthy",1
2338837,21,the information provided in advertising in a printed newspaper is trustworthy,1
2338838,21,the information provided in advertising on an online newspaper-based website/app is trustworthy,1
2338839,21,the information provided in advertising on a commercial TV channel or pay television is trustworthy,1
2338840,21,the information provided in advertising in a commercial radio station is trustworthy,1
2338841,21,the information provided in advertising in a printed magazine is trustworthy,1
2338842,21,the information provided in advertising in a local printed or online newspaper is trustworthy,1
2338843,21,the information provided in advertising in search engine is trustworthy,1
2338844,21,"the information provided in advertising in a social media site (e.g. Facebook, Instagram, Twitter, LinkedIn etc.) is trustworthy",1
2338845,21,the information provided in advertising you see while watching an online video/video clip (e.g. on YouTube) is trustworthy,1
2338846,21,the information provided in advertising you see while watching a movie at a cinema is trustworthy,1
2338847,21,I don’t use any tobacco products,1
2338848,21,Cigars,1
2338849,21,Pipe,1
2338850,21,Cigarillos,1
2338851,21,Snus,1
2338852,21,Chewing tobacco,1
2338853,21,E-cigarettes / Vaporizer,1
2338854,21,Roll your own tobacco,1
2338855,21,Cigarettes,1
2338856,21,Other smokeless tobacco,1
2338857,21,None of the above,1
2338858,21,DZRH News AM,1
2338859,21,DZMM Radio,1
2338860,21,702 DZAS Radio,1
2338861,21,Philippine Daily Inquirer,1
2338862,21,Philippine Star,1
2338863,21,Manila Bulletin,1
2338864,21,The Manila Times,1
2338865,21,The Manila Standard,1
2338866,21,BusinessWorld,1
2338867,21,BusinessMirror,1
2338868,21,Malaya,1
2338869,21,The Daily Tribune,1
2338870,21,ABS-CBN,1
2338871,21,Radio Philippines Network,1
2338872,21,GMA Network,1
2338873,21,People's Television Network,1
2338874,21,TV5,1
2338875,21,GMA News TV,1
2338876,21,FHM Philippines,1
2338877,21,Reader’s Digest,1
2338878,21,Cosmopolitan Philippines,1
2338879,21,Panorama,1
2338880,21,Economist,1
2338881,21,Financial times,1
2338882,21,CNN,1
2338883,21,NHK,1
2338884,21,BBC World News,1
2338885,21,Euronews,1
2338886,21,Al-Jazeera,1
2338887,21,Fox News,1
2338888,21,Sky News,1
2338889,21,CNBC,1
2338890,21,RT,1
2338891,21,Time Magazine,1
2338892,21,Bloomberg TV,1
2338893,21,Spotify,1
2338894,21,Deezer,1
2338895,21,Pandora Radio,1
2338896,21,DZRH News AM,1
2338897,21,DZMM Radio,1
2338898,21,702 DZAS Radio,1
2338899,21,Philippine Daily Inquirer,1
2338900,21,Philippine Star,1
2338901,21,Manila Bulletin,1
2338902,21,The Manila Times,1
2338903,21,The Manila Standard,1
2338904,21,BusinessWorld,1
2338905,21,BusinessMirror,1
2338906,21,Malaya,1
2338907,21,The Daily Tribune,1
2338908,21,ABS-CBN,1
2338909,21,Radio Philippines Network,1
2338910,21,GMA Network,1
2338911,21,People's Television Network,1
2338912,21,TV5,1
2338913,21,GMA News TV,1
2338914,21,FHM Philippines,1
2338915,21,Reader’s Digest,1
2338916,21,Cosmopolitan Philippines,1
2338917,21,Panorama,1
2338918,21,Economist,1
2338919,21,Financial times,1
2338920,21,CNN,1
2338921,21,NHK,1
2338922,21,BBC World News,1
2338923,21,Euronews,1
2338924,21,Al-Jazeera,1
2338925,21,Fox News,1
2338926,21,Sky News,1
2338927,21,CNBC,1
2338928,21,RT,1
2338929,21,Time Magazine,1
2338930,21,Bloomberg TV,1
2338931,21,Spotify,1
2338932,21,Deezer,1
2338933,21,Pandora Radio,1
2338934,21,DZRH News AM,1
2338935,21,DZMM Radio,1
2338936,21,702 DZAS Radio,1
2338937,21,Philippine Daily Inquirer,1
2338938,21,Philippine Star,1
2338939,21,Manila Bulletin,1
2338940,21,The Manila Times,1
2338941,21,The Manila Standard,1
2338942,21,BusinessWorld,1
2338943,21,BusinessMirror,1
2338944,21,Malaya,1
2338945,21,The Daily Tribune,1
2338946,21,ABS-CBN,1
2338947,21,Radio Philippines Network,1
2338948,21,GMA Network,1
2338949,21,People's Television Network,1
2338950,21,TV5,1
2338951,21,GMA News TV,1
2338952,21,FHM Philippines,1
2338953,21,Reader’s Digest,1
2338954,21,Cosmopolitan Philippines,1
2338955,21,Panorama,1
2338956,21,Economist,1
2338957,21,Financial times,1
2338958,21,CNN,1
2338959,21,NHK,1
2338960,21,BBC World News,1
2338961,21,Euronews,1
2338962,21,Al-Jazeera,1
2338963,21,Fox News,1
2338964,21,Sky News,1
2338965,21,CNBC,1
2338966,21,RT,1
2338967,21,Time Magazine,1
2338968,21,Bloomberg TV,1
2338969,21,Spotify,1
2338970,21,Deezer,1
2338971,21,Pandora Radio,1
2338972,21,Which devices do you use for browsing digital media,1
2338973,21,"When browsing digital media on mobile, do you use",1
2338974,21,"When browsing digital media on computer, do you use",1
2338975,21,Do you accept cookies from digital media sites?,1
2338976,21,Do you delete cookies on your main device?,1
2338977,21,"When browsing digital media, do you use private browsing mode?",1
2338978,21,"Within the past 30 days, how often have you visited the following sites",1
2338984,21,"When a Corona vaccine is available, would you like to be vaccinated?",1
2338985,21,"Within the past 30 days, have you clicked a digital ad to go to the advertisers site (select all that apply)",1
2338986,21,No,1
2338987,21,"Yes, on platforms like Facebook, Youtube, Instagram",1
2338988,21,"Yes, on digital news sites outside of platforms",1
2338989,21,"Yes, on other digital media sites outside of platforms",1
2338990,21,Who do you think is mainly responsible for the cause of the Corona-epidemic?,1
2338991,21,Have you so far been impacted by Corona - Covid-19 in any of the following ways?,1
2338992,21,I have been working from home,1
2338993,21,I have been terminated from my work,1
2338994,21,I have been furloughed,1
2338995,21,I have been working restricted hours,1
2338996,21,I have had to cancel vacation plans,1
2338997,21,I have had to cancel work travel plans,1
2338998,21,I have been ill with symptoms that I think could be Corona,1
2338999,21,I have family members that have been ill with symptoms that could be Corona,1
2339000,21,I have or know someone that has been diagnosed with Corona,1
2339001,21,None of the above,1
2339002,21,When travel restrictions are lifted and international tourism is allowed again do you plan to take a vacation abroad?,1
2339003,21,When do you believe that your consumption will return back to normal again?,1
2339004,21,"When going abroad for vacation after Corona, please select the top 3 destinations you would like to go to",1
2339005,21,Italy,1
2339006,21,France,1
2339007,21,Germany/Austria/Switzerland,1
2339008,21,Spain/Portugal,1
2339009,21,Russia,1
2339010,21,Nordic/Baltic countries,1
2339011,21,East European countries (not Russia),1
2339012,21,UK/Ireland,1
2339013,21,"Balkan countries, Greece or Turkey",1
2339014,21,Northern Africa,1
2339015,21,Western/Central/Eastern Africa,1
2339016,21,Southern Africa,1
2339017,21,Middle East,1
2339018,21,The Arabian peninsula,1
2339019,21,Japan,1
2339020,21,China,1
2339021,21,India,1
2339022,21,South Korea,1
2339023,21,"South East Asia (e.g. Thailand, Malaysia, Indonesia)",1
2339024,21,Other Asian countries (not Russia),1
2339025,21,Australia,1
2339026,21,New Zealand and rest of Oceania,1
2339027,21,North America,1
2339028,21,Central America,1
2339029,21,South America - Brazil,1
2339030,21,South America - other countries,1
2339031,21,None of the above,1
2339032,21,"If you consider news reporting about the Corona epidemic in particular, which of the following media do you find creadible and delivering an accurate picture of reality?",1
2339033,21,Printed newspaper (paper version),1
2339034,21,Newspaper based website/app (online version),1
2339035,21,Local/regional newspaper (paper or online version),1
2339036,21,News channel on TV or via their website/app,1
2339037,21,Commercial TV channel or pay television,1
2339038,21,Commercial radio station,1
2339039,21,Printed magazine (paper version),1
2339040,21,Website or app other than news based websites/apps,1
2339041,21,"Search engines (e.g. Google, Yahoo)",1
2339042,21,"Social media site (e.g. Facebook, Instagram, Twitter, LinkedIn etc.)",1
2339043,21,Video/video platforms online (YouTube etc.),1
2339044,21,None of the above,1
2339045,21,What are the main reasons preventing you from going on a vacation abroad at an earlier date?,1
2339046,21,I am concerned about infection risks during travel,1
2339047,21,I am concerned about infection risks at the destination,1
2339048,21,I am worried about standard of medical support at destination if I get sick,1
2339049,21,I am worried about cost of medical support at destination if I get sick,1
2339050,21,I think it sounds impractical to travel now with expected restrictions and requirements,1
2339051,21,I think I might be treated unwelcoming by local population worried about tourists spreading Corona,1
2339052,21,"I prefer ""safer local"" leisure activities",1
2339053,21,I don't have any vacation time available sooner,1
2339054,21,I have no interest in traveling abroad,1
2339055,21,I have to carefully spend my money because of the crisis,1
2339056,21,"If you as a consumer see advertising which is relevant for you in the context of Corona epidemic news reporting, how would it effect the brand of the advertiser?",1
2339057,21,,1
2339058,21,I comply with the recommendations for physical distancing,1
2339059,21,I comply with the restrictions to stay home,1
2339060,21,I disinfect groceries before putting them away,1
2339061,21,I would like to help people who are more vulnerable to Corona,1
2339062,21,I think that other people will stop following the restrictions soon,1
2339063,19,Gedrukte krant (papieren versie),1
2339064,19,Op een krant gebaseerde website/app (online versie),1
2339065,19,Lokale/regionale krant (papieren of online versie),1
2339066,19,Nieuwskanaal op tv of via hun website/app,1
2339067,19,Commerciële tv-zender of betaaltelevisie,1
2339068,19,Commercieel radio station,1
2339069,19,Gedrukte krant (papieren versie),1
2339070,19,Website of app met op iets anders dan nieuws gebaseerde websites/apps,1
2339071,19,"Zoekmachines (bijvoorbeeld Google, Yahoo)",1
2339072,19,"Sociale mediasite (bijv.Facebook, Instagram, Twitter, LinkedIn enz.)",1
2339073,19,Video/video platforms online (YouTube etc.),1
2339074,19,Geen van bovenstaande,1
2339075,19,"Als u als consument advertenties ziet die voor u relevant zijn in de context van Corona-epidemische nieuwsrapportage, hoe zou dit dan het merk van de adverteerder beïnvloeden?",1
2339076,21,GUID,1
2339077,21,Weight,1
2339078,21,Secondary weigh,1
2339079,21,Mobile,1
2339080,21,Tablet,1
2339081,21,Panelist ID,1
2339082,21,Panel Names,1
2339083,21,Postal code,1
2339084,21,Age group,1
2339085,21,Age groups,1
2339086,21,Age group,1
2339087,21,Age group,1
2339088,21,Age group,1
2339089,21,Year of birth,1
2339090,21,Gender,1
2339091,21,What is your gender?,1
2339092,21,What is your age?,1
2339093,21,Which state do you currently live in?,1
2339094,21,What is your level of education?,1
2339095,21,What is your current household income?,1
2339096,21,QUALITY_SO_2,1
2339097,21,Which of the following social media do you use regularly?,1
2339098,21,SO Control,1
2339099,21,Which country do you live in?,1
2339100,21,Which of the following have you done during the last 4 weeks?,1
2339101,21,"This research is being conducted to help understand how people perceive the content as well as advertisement in different print, audio-visual and online media.",1
2339102,21,"The next series of questions asks you to rate thrustworthiness of advertisements included in media (eg, Television, radio, online, newspapers). There are no right or wrong answers, we are only interested in your honest opinions.",1
2339103,21,"Overall, to what extent do you agree or disagree that",1
2339104,21,"Overall, to what extent do you agree or disagree that",1
2339105,21,To what extent do you agree or disagree that the more you trust the context within which an ad is presented you the more likely you are to buy the product/service being advertised?,1
2339107,21,"Lately there have been a lot of discussions about so called ""fake news"" where content has been published with a specific political purpose and of questionable substance. Would you say that news published in media in your country in general are unbiased and trustworthy?",1
2339108,21,Finally we would like to understand how you would rate the overall trustworthiness of some specific brands in media.,1
2339109,21,Which of the following brands are you familiar with?,1
2339110,21,How trustworthy would you say in general that you perceive content and advertising presented in the following media are?,1
2339111,21,We are doing a project about attitudes to smoking and would like to also ask you a couple of questions about smoking and smokeless tobacco.,1
2339112,21,Do you regularly use any form of tobacco/smoking products today?,1
2339113,21,Do you think that it is right that governments ban the use of cigarettes and other smoking products in public places?,1
2339114,21,Do you think that the new tobacco/smoking products that are being launched and promoted as less dangerous are a good solution to reduce the health issues from smoking?,1
2339115,21,Filter for T8,1
2339116,21,Bebo,1
2339117,21,Facebook,1
2339118,21,FitFinder,1
2339119,21,Flickr,1
2339120,21,Foursquare,1
2339121,21,Google+,1
2339122,21,Instagram,1
2339123,21,LinkedIn,1
2339124,21,Myspace,1
2339125,21,PlanetAll,1
2339126,21,Twitter,1
2339127,21,Yahoo! Mash,1
2339128,21,YouTube,1
2339129,21,Snapchat,1
2339130,21,Other,1
2339131,21,I do not regularly use any social media,1
2339132,21,Prefer not to answer,1
2339133,21,Read a printed newspaper (paper version),1
2339134,21,Visited a newspaper based website/app (online version),1
2339135,21,Read or visited a local/regional newspaper (paper or online version),1
2339136,21,"Visited an online or app only news service (e.g. on Buzzfeed, Huffington post etc.)",1
2339137,21,Watched a news channel on TV or via their website/app,1
2339138,21,Watched a commercial TV channel or pay television,1
2339139,21,Listened to a commercial radio station,1
2339140,21,"Listed to streamed music (Spotify, Pandora, Deezer or simillar)",1
2339141,21,Read a printed magazine (paper version),1
2339142,21,Read a blog,1
2339143,21,Browsed any website or app other than news based websites/apps,1
2339144,21,"Used a search engine (e.g. Google, Yahoo)",1
2339145,21,"Used a social media site (e.g. Facebook, Instagram, Twitter, LinkedIn etc.)",1
2339146,21,"Seen an outdoor advertisement (e.g. billboard, screen or bus stop ad)",1
2339147,21,"Recommended a product or service to a friend, family member or colleague",1
2339148,21,Seen a video advertisement while watching a video/video clip online,1
2339149,21,Watched a movie at a cinema,1
2339150,21,"Talked about an advertisement that you have seen with a friend, family member or colleague",1
2339151,21,None of the above,1
2339152,21,the content in a printed newspaper (paper version) is trustworthy,1
2339153,21,the content in a newspaper-based website/app (online version) is trustworthy,1
2339154,21,the content on a commercial TV channels or pay television is trustworthy,1
2339155,21,the content on a commercial radio station is trustworthy,1
2339156,21,the content in a printed magazine is trustworthy,1
2339157,21,the content in a local printed or online newspaper is trustworthy,1
2339158,21,the content on a search engine page is trustworthy,1
2339159,21,"the content on a social media site (e.g. Facebook, Instagram, Twitter, LinkedIn etc.) is trustworthy",1
2339160,21,the content you see in an online video/video clip (e.g. on YouTube) is trustworthy,1
2339161,21,the content you see/hear in a streamed radio service (e.g. on Spotify) is trustworthy,1
2339162,21,"the content you see in a TV news channel (e.g. on BBC, CNN, NHK, RT, Al Jazeera) is trustworthy",1
2339164,21,the information provided in advertising in a printed newspaper is trustworthy,1
2339165,21,the information provided in advertising on an online newspaper-based website/app is trustworthy,1
2339166,21,the information provided in advertising on a commercial TV channel or pay television is trustworthy,1
2339167,21,the information provided in advertising in a commercial radio station is trustworthy,1
2339168,21,the information provided in advertising in a printed magazine is trustworthy,1
2339169,21,the information provided in advertising in a local printed or online newspaper is trustworthy,1
2339170,21,the information provided in advertising in search engine is trustworthy,1
2339171,21,"the information provided in advertising in a social media site (e.g. Facebook, Instagram, Twitter, LinkedIn etc.) is trustworthy",1
2339172,21,the information provided in advertising you see while watching an online video/video clip (e.g. on YouTube) is trustworthy,1
2339173,21,the information provided in advertising you see while watching a movie at a cinema is trustworthy,1
2339174,21,I don’t use any tobacco products,1
2339175,21,Cigars,1
2339176,21,Pipe,1
2339177,21,Cigarillos,1
2339178,21,Snus,1
2339179,21,Chewing tobacco,1
2339180,21,E-cigarettes / Vaporizer,1
2339181,21,Roll your own tobacco,1
2339182,21,Cigarettes,1
2339183,21,Other smokeless tobacco,1
2339184,21,None of the above,1
2339185,21,Cool FM,1
2339186,21,Raypower FM,1
2339187,21,Nigeria Info FM 99.3,1
2339188,21,The Vanguard,1
2339189,21,The Punch,1
2339190,21,The Nation,1
2339191,21,The Guardian,1
2339192,21,Daily Trust,1
2339193,21,This Day,1
2339194,21,Sun,1
2339195,21,PM News,1
2339196,21,The National Mirror,1
2339197,21,Business Day,1
2339198,21,The Nigerian Tribune,1
2339199,21,The Daily Champion,1
2339200,21,The Daily Independent,1
2339201,21,Channels TV,1
2339202,21,TVContinental,1
2339203,21,African Independent Television,1
2339204,21,Nigeria Television Authority,1
2339205,21,Galaxy TV,1
2339206,21,Wazobia TV,1
2339207,21,Newswatch,1
2339208,21,Ovation,1
2339209,21,Economist,1
2339210,21,Financial times,1
2339211,21,CNN,1
2339212,21,NHK,1
2339213,21,BBC World News,1
2339214,21,Euronews,1
2339215,21,Al-Jazeera,1
2339216,21,Fox News,1
2339217,21,Sky News,1
2339218,21,CNBC,1
2339219,21,RT,1
2339220,21,Time Magazine,1
2339221,21,Bloomberg TV,1
2339222,21,Spotify,1
2339223,21,Deezer,1
2339224,21,Pandora Radio,1
2339225,21,Cool FM,1
2339226,21,Raypower FM,1
2339227,21,Nigeria Info FM 99.3,1
2339228,21,The Vanguard,1
2339229,21,The Punch,1
2339230,21,The Nation,1
2339231,21,The Guardian,1
2339232,21,Daily Trust,1
2339233,21,This Day,1
2339234,21,Sun,1
2339235,21,PM News,1
2339236,21,The National Mirror,1
2339237,21,Business Day,1
2339238,21,The Nigerian Tribune,1
2339239,21,The Daily Champion,1
2339240,21,The Daily Independent,1
2339241,21,Channels TV,1
2339242,21,TVContinental,1
2339243,21,African Independent Television,1
2339244,21,Nigeria Television Authority,1
2339245,21,Galaxy TV,1
2339246,21,Wazobia TV,1
2339247,21,Newswatch,1
2339248,21,Ovation,1
2339249,21,Economist,1
2339250,21,Financial times,1
2339251,21,CNN,1
2339252,21,NHK,1
2339253,21,BBC World News,1
2339254,21,Euronews,1
2339255,21,Al-Jazeera,1
2339256,21,Fox News,1
2339257,21,Sky News,1
2339258,21,CNBC,1
2339259,21,RT,1
2339260,21,Time Magazine,1
2339261,21,Bloomberg TV,1
2339262,21,Spotify,1
2339263,21,Deezer,1
2339264,21,Pandora Radio,1
2339265,21,Cool FM,1
2339266,21,Raypower FM,1
2339267,21,Nigeria Info FM 99.3,1
2339268,21,The Vanguard,1
2339269,21,The Punch,1
2339270,21,The Nation,1
2339271,21,The Guardian,1
2339272,21,Daily Trust,1
2339273,21,This Day,1
2339274,21,Sun,1
2339275,21,PM News,1
2339276,21,The National Mirror,1
2339277,21,Business Day,1
2339278,21,The Nigerian Tribune,1
2339279,21,The Daily Champion,1
2339280,21,The Daily Independent,1
2339281,21,Channels TV,1
2339282,21,TVContinental,1
2339283,21,African Independent Television,1
2339284,21,Nigeria Television Authority,1
2339285,21,Galaxy TV,1
2339286,21,Wazobia TV,1
2339287,21,Newswatch,1
2339288,21,Ovation,1
2339289,21,Economist,1
2339290,21,Financial times,1
2339291,21,CNN,1
2339292,21,NHK,1
2339293,21,BBC World News,1
2339294,21,Euronews,1
2339295,21,Al-Jazeera,1
2339296,21,Fox News,1
2339297,21,Sky News,1
2339298,21,CNBC,1
